,fSalesPrimaryKey,ProductID,SalesRepID,Location,Date,Units,PercentOfStandardCost,RevenueDiscount
0,24749,2,2,Denmark;Copenhagen,2016-01-01,149,0.963,0.55
5454,30203,9,7,Germany;Frankfurt,2016-06-17,136,0.977,0.55
5455,30204,7,2,Denmark;Copenhagen,2016-06-17,133,0.977,0.55
5456,30205,11,5,Germany;Berlin,2016-06-17,128,0.977,0.55
5457,30206,3,3,Czech republic;Brno,2016-06-17,128,0.977,0.55
5458,30207,6,5,Germany;Berlin,2016-06-17,124,0.977,0.55
5459,30208,9,4,Germany;Frankfurt,2016-06-17,122,0.977,0.55
5460,30209,2,5,Germany;Berlin,2016-06-17,112,0.977,0.55
5461,30210,1,5,Germany;Berlin,2016-06-17,102,0.977,0.55
5462,30211,7,5,Germany;Berlin,2016-06-17,102,0.977,0.55
5463,30212,6,1,Czech republic;Prague,2016-06-17,99,0.977,0.4
5464,30213,5,5,Germany;Berlin,2016-06-17,92,0.977,0.4
5465,30214,6,7,Germany;Frankfurt,2016-06-17,91,0.977,0.4
5466,30215,4,5,Germany;Berlin,2016-06-17,90,0.977,0.4
5467,30216,8,3,Czech republic;Ostrava,2016-06-17,89,0.977,0.4
5468,30217,8,7,Germany;Frankfurt,2016-06-17,84,0.977,0.4
5469,30218,10,7,Germany;Frankfurt,2016-06-17,84,0.977,0.4
5470,30219,6,3,Czech republic;Brno,2016-06-17,82,0.977,0.4
5471,30220,10,7,Germany;Frankfurt,2016-06-17,79,0.977,0.4
5472,30221,7,7,Germany;Frankfurt,2016-06-17,77,0.977,0.4
5473,30222,7,2,Denmark;Copenhagen,2016-06-17,71,0.977,0.15
5474,30223,2,7,Germany;Frankfurt,2016-06-17,68,0.977,0.15
5475,30224,11,5,Germany;Berlin,2016-06-17,67,0.977,0.15
5476,30225,2,7,Germany;Frankfurt,2016-06-17,55,0.977,0.15
5477,30226,9,5,Germany;Berlin,2016-06-17,52,0.977,0.15
5478,30227,7,6,Germany;Dresden,2016-06-17,52,0.977,0.15
5479,30228,1,2,Denmark;Copenhagen,2016-06-17,49,0.977,0.15
5480,30229,8,7,Germany;Frankfurt,2016-06-17,45,0.977,0.15
5481,30230,3,3,Czech republic;Brno,2016-06-17,44,0.977,0.15
5482,30231,6,5,Germany;Berlin,2016-06-17,36,0.977,0.15
5483,30232,3,6,Germany;Dresden,2016-06-17,34,0.977,0.15
5484,30233,9,1,Czech republic;Prague,2016-06-17,34,0.977,0.15
5485,30234,9,5,Germany;Berlin,2016-06-17,31,0.977,0.15
5486,30235,6,7,Germany;Frankfurt,2016-06-17,31,0.977,0.15
5487,30236,1,7,Germany;Frankfurt,2016-06-17,19,0.977,0.01
5488,30237,5,5,Germany;Berlin,2016-06-17,18,0.977,0.01
5489,30238,5,3,Czech republic;Brno,2016-06-17,16,0.977,0.01
5490,30239,1,1,Czech republic;Prague,2016-06-17,15,0.977,0.01
5491,30240,10,7,Germany;Frankfurt,2016-06-17,15,0.977,0.01
5492,30241,4,5,Germany;Berlin,2016-06-17,14,0.977,0.01
5493,30242,3,7,Germany;Frankfurt,2016-06-17,11,0.977,0.01
5494,30243,6,3,Czech republic;Brno,2016-06-17,10,0.977,0.0
5495,30244,1,7,Germany;Frankfurt,2016-06-17,7,0.977,0.0
5496,30245,11,3,Czech republic;Ostrava,2016-06-17,5,0.977,0.0
5497,30246,9,7,Germany;Frankfurt,2016-06-17,3,0.977,0.0
5498,30247,2,7,Germany;Frankfurt,2016-06-17,1,0.977,0.0
5499,30248,1,7,Germany;Frankfurt,2016-06-20,150,0.982,0.55
5500,30249,10,7,Germany;Frankfurt,2016-06-20,143,0.982,0.55
5501,30250,3,5,Germany;Berlin,2016-06-20,143,0.982,0.55
5502,30251,3,5,Germany;Berlin,2016-06-20,142,0.982,0.55
5503,30252,1,1,Czech republic;Prague,2016-06-20,134,0.982,0.55
5504,30253,4,4,Germany;Frankfurt,2016-06-20,133,0.982,0.55
5505,30254,2,7,Germany;Frankfurt,2016-06-20,132,0.982,0.55
5506,30255,2,5,Germany;Berlin,2016-06-20,124,0.982,0.55
5507,30256,8,7,Germany;Frankfurt,2016-06-20,124,0.982,0.55
5508,30257,4,3,Czech republic;Brno,2016-06-20,118,0.982,0.55
5509,30258,9,2,Denmark;Copenhagen,2016-06-20,117,0.982,0.55
5510,30259,8,5,Germany;Berlin,2016-06-20,116,0.982,0.55
5511,30260,9,7,Germany;Frankfurt,2016-06-20,108,0.982,0.55
5512,30261,10,1,Czech republic;Prague,2016-06-20,107,0.982,0.55
5513,30262,8,5,Germany;Berlin,2016-06-20,106,0.982,0.55
5514,30263,4,5,Germany;Berlin,2016-06-20,104,0.982,0.55
5515,30264,2,5,Germany;Berlin,2016-06-20,103,0.982,0.55
5516,30265,8,7,Germany;Frankfurt,2016-06-20,102,0.982,0.55
5517,30266,8,7,Germany;Frankfurt,2016-06-20,101,0.982,0.55
5518,30267,8,1,Czech republic;Prague,2016-06-20,91,0.982,0.4
5519,30268,2,2,Denmark;Copenhagen,2016-06-20,87,0.982,0.4
5520,30269,3,2,Denmark;Copenhagen,2016-06-20,87,0.982,0.4
5521,30270,3,3,Czech republic;Brno,2016-06-20,86,0.982,0.4
5522,30271,2,5,Germany;Berlin,2016-06-20,79,0.982,0.4
5523,30272,4,5,Germany;Berlin,2016-06-20,75,0.982,0.15
5524,30273,9,7,Germany;Frankfurt,2016-06-20,75,0.982,0.15
5525,30274,9,3,Czech republic;Ostrava,2016-06-20,71,0.982,0.15
5526,30275,1,7,Germany;Frankfurt,2016-06-20,71,0.982,0.15
5527,30276,10,5,Germany;Berlin,2016-06-20,63,0.982,0.15
5528,30277,8,5,Germany;Berlin,2016-06-20,62,0.982,0.15
5529,30278,7,5,Germany;Berlin,2016-06-20,50,0.982,0.15
5530,30279,2,5,Germany;Berlin,2016-06-20,48,0.982,0.15
5531,30280,5,2,Denmark;Copenhagen,2016-06-20,47,0.982,0.15
5532,30281,11,7,Germany;Frankfurt,2016-06-20,46,0.982,0.15
5533,30282,2,4,Germany;Frankfurt,2016-06-20,40,0.982,0.15
5534,30283,11,7,Germany;Frankfurt,2016-06-20,39,0.982,0.15
5535,30284,2,5,Germany;Berlin,2016-06-20,37,0.982,0.15
5536,30285,5,5,Germany;Berlin,2016-06-20,34,0.982,0.15
5537,30286,8,5,Germany;Berlin,2016-06-20,32,0.982,0.15
5538,30287,3,5,Germany;Berlin,2016-06-20,30,0.982,0.15
5539,30288,9,1,Czech republic;Prague,2016-06-20,25,0.982,0.01
5540,30289,2,7,Germany;Frankfurt,2016-06-20,20,0.982,0.01
5541,30290,4,5,Germany;Berlin,2016-06-20,20,0.982,0.01
5542,30291,5,2,Denmark;Copenhagen,2016-06-20,16,0.982,0.01
5543,30292,9,5,Germany;Berlin,2016-06-20,15,0.982,0.01
5544,30293,7,3,Czech republic;Ostrava,2016-06-20,14,0.982,0.01
5545,30294,9,5,Germany;Berlin,2016-06-20,13,0.982,0.01
5546,30295,11,7,Germany;Frankfurt,2016-06-20,8,0.982,0.0
5547,30296,3,5,Germany;Berlin,2016-06-20,8,0.982,0.0
5548,30297,8,4,Germany;Frankfurt,2016-06-20,6,0.982,0.0
5549,30298,1,7,Germany;Frankfurt,2016-06-20,5,0.982,0.0
5550,30299,7,5,Germany;Berlin,2016-06-20,4,0.982,0.0
5551,30300,4,1,Czech republic;Prague,2016-06-20,2,0.982,0.0
5552,30301,2,5,Germany;Berlin,2016-06-20,2,0.982,0.0
5553,30302,2,5,Germany;Berlin,2016-06-20,1,0.982,0.0
5554,30303,5,5,Germany;Berlin,2016-06-20,1,0.982,0.0
5555,30304,9,7,Germany;Frankfurt,2016-06-21,149,0.982,0.55
5556,30305,1,3,Czech republic;Brno,2016-06-21,146,0.982,0.55
5557,30306,6,7,Germany;Frankfurt,2016-06-21,145,0.982,0.55
5558,30307,11,7,Germany;Frankfurt,2016-06-21,144,0.982,0.55
5559,30308,3,5,Germany;Berlin,2016-06-21,140,0.982,0.55
5560,30309,11,2,Denmark;Copenhagen,2016-06-21,133,0.982,0.55
5561,30310,6,5,Germany;Berlin,2016-06-21,131,0.982,0.55
5562,30311,3,5,Germany;Berlin,2016-06-21,129,0.982,0.55
5563,30312,1,1,Czech republic;Prague,2016-06-21,128,0.982,0.55
5564,30313,1,4,Germany;Frankfurt,2016-06-21,123,0.982,0.55
5565,30314,1,7,Germany;Frankfurt,2016-06-21,121,0.982,0.55
5566,30315,1,7,Germany;Frankfurt,2016-06-21,117,0.982,0.55
5567,30316,9,4,Germany;Frankfurt,2016-06-21,116,0.982,0.55
5568,30317,9,5,Germany;Berlin,2016-06-21,109,0.982,0.55
5569,30318,8,5,Germany;Berlin,2016-06-21,108,0.982,0.55
5570,30319,3,5,Germany;Berlin,2016-06-21,107,0.982,0.55
5571,30320,4,6,Germany;Dresden,2016-06-21,104,0.982,0.55
5572,30321,11,1,Czech republic;Prague,2016-06-21,99,0.982,0.4
5573,30322,9,7,Germany;Frankfurt,2016-06-21,99,0.982,0.4
5574,30323,5,5,Germany;Berlin,2016-06-21,99,0.982,0.4
5575,30324,1,7,Germany;Frankfurt,2016-06-21,95,0.982,0.4
5576,30325,4,5,Germany;Berlin,2016-06-21,94,0.982,0.4
5577,30326,6,6,Germany;Dresden,2016-06-21,92,0.982,0.4
5578,30327,6,7,Germany;Frankfurt,2016-06-21,82,0.982,0.4
5579,30328,2,7,Germany;Frankfurt,2016-06-21,80,0.982,0.4
5580,30329,9,6,Germany;Dresden,2016-06-21,79,0.982,0.4
5581,30330,10,4,Germany;Frankfurt,2016-06-21,77,0.982,0.4
5582,30331,7,4,Germany;Frankfurt,2016-06-21,76,0.982,0.4
5583,30332,8,6,Germany;Dresden,2016-06-21,72,0.982,0.15
5584,30333,4,7,Germany;Frankfurt,2016-06-21,70,0.982,0.15
5585,30334,10,3,Czech republic;Ostrava,2016-06-21,69,0.982,0.15
5586,30335,11,3,Czech republic;Ostrava,2016-06-21,66,0.982,0.15
5587,30336,6,7,Germany;Frankfurt,2016-06-21,66,0.982,0.15
5588,30337,6,5,Germany;Berlin,2016-06-21,61,0.982,0.15
5589,30338,5,6,Germany;Dresden,2016-06-21,58,0.982,0.15
5590,30339,4,7,Germany;Frankfurt,2016-06-21,56,0.982,0.15
5591,30340,8,7,Germany;Frankfurt,2016-06-21,54,0.982,0.15
5592,30341,3,5,Germany;Berlin,2016-06-21,54,0.982,0.15
5593,30342,2,7,Germany;Frankfurt,2016-06-21,50,0.982,0.15
5594,30343,8,7,Germany;Frankfurt,2016-06-21,50,0.982,0.15
5595,30344,9,5,Germany;Berlin,2016-06-21,47,0.982,0.15
5596,30345,11,4,Germany;Frankfurt,2016-06-21,45,0.982,0.15
5597,30346,10,1,Czech republic;Prague,2016-06-21,44,0.982,0.15
5598,30347,3,5,Germany;Berlin,2016-06-21,41,0.982,0.15
5599,30348,7,5,Germany;Berlin,2016-06-21,40,0.982,0.15
5600,30349,3,7,Germany;Frankfurt,2016-06-21,38,0.982,0.15
5601,30350,1,5,Germany;Berlin,2016-06-21,38,0.982,0.15
5602,30351,8,7,Germany;Frankfurt,2016-06-21,29,0.982,0.15
5603,30352,10,5,Germany;Berlin,2016-06-21,28,0.982,0.15
5604,30353,10,7,Germany;Frankfurt,2016-06-21,24,0.982,0.01
5605,30354,6,5,Germany;Berlin,2016-06-21,20,0.982,0.01
5606,30355,1,5,Germany;Berlin,2016-06-21,20,0.982,0.01
5607,30356,9,7,Germany;Frankfurt,2016-06-21,11,0.982,0.01
5608,30357,2,1,Czech republic;Prague,2016-06-21,9,0.982,0.0
5609,30358,5,3,Czech republic;Brno,2016-06-21,4,0.982,0.0
5610,30359,7,3,Czech republic;Ostrava,2016-06-22,148,0.982,0.55
5611,30360,8,7,Germany;Frankfurt,2016-06-22,144,0.982,0.55
5612,30361,7,1,Czech republic;Prague,2016-06-22,144,0.982,0.55
5613,30362,4,7,Germany;Frankfurt,2016-06-22,127,0.982,0.55
5614,30363,7,1,Czech republic;Prague,2016-06-22,127,0.982,0.55
5615,30364,7,5,Germany;Berlin,2016-06-22,125,0.982,0.55
5616,30365,4,7,Germany;Frankfurt,2016-06-22,123,0.982,0.55
5617,30366,6,7,Germany;Frankfurt,2016-06-22,116,0.982,0.55
5618,30367,3,5,Germany;Berlin,2016-06-22,116,0.982,0.55
5619,30368,9,5,Germany;Berlin,2016-06-22,113,0.982,0.55
5620,30369,4,7,Germany;Frankfurt,2016-06-22,110,0.982,0.55
5621,30370,9,5,Germany;Berlin,2016-06-22,108,0.982,0.55
5622,30371,8,1,Czech republic;Prague,2016-06-22,107,0.982,0.55
5623,30372,11,6,Germany;Dresden,2016-06-22,105,0.982,0.55
5624,30373,11,4,Germany;Frankfurt,2016-06-22,104,0.982,0.55
5625,30374,5,5,Germany;Berlin,2016-06-22,103,0.982,0.55
5626,30375,1,7,Germany;Frankfurt,2016-06-22,102,0.982,0.55
5627,30376,8,1,Czech republic;Prague,2016-06-22,99,0.982,0.4
5628,30377,6,5,Germany;Berlin,2016-06-22,98,0.982,0.4
5629,30378,4,7,Germany;Frankfurt,2016-06-22,96,0.982,0.4
5630,30379,6,2,Denmark;Copenhagen,2016-06-22,86,0.982,0.4
5631,30380,10,7,Germany;Frankfurt,2016-06-22,81,0.982,0.4
5632,30381,2,7,Germany;Frankfurt,2016-06-22,79,0.982,0.4
5633,30382,6,7,Germany;Frankfurt,2016-06-22,78,0.982,0.4
5634,30383,6,5,Germany;Berlin,2016-06-22,77,0.982,0.4
5635,30384,10,2,Denmark;Copenhagen,2016-06-22,77,0.982,0.4
5636,30385,8,7,Germany;Frankfurt,2016-06-22,71,0.982,0.15
5637,30386,9,4,Germany;Frankfurt,2016-06-22,65,0.982,0.15
5638,30387,3,7,Germany;Frankfurt,2016-06-22,65,0.982,0.15
5639,30388,10,1,Czech republic;Prague,2016-06-22,62,0.982,0.15
5640,30389,7,6,Germany;Dresden,2016-06-22,61,0.982,0.15
5641,30390,8,6,Germany;Dresden,2016-06-22,57,0.982,0.15
5642,30391,5,7,Germany;Frankfurt,2016-06-22,51,0.982,0.15
5643,30392,11,4,Germany;Frankfurt,2016-06-22,44,0.982,0.15
5644,30393,7,2,Denmark;Copenhagen,2016-06-22,44,0.982,0.15
5645,30394,11,2,Denmark;Copenhagen,2016-06-22,40,0.982,0.15
5646,30395,9,7,Germany;Frankfurt,2016-06-22,34,0.982,0.15
5647,30396,3,5,Germany;Berlin,2016-06-22,34,0.982,0.15
5648,30397,5,7,Germany;Frankfurt,2016-06-22,31,0.982,0.15
5649,30398,4,5,Germany;Berlin,2016-06-22,30,0.982,0.15
5650,30399,6,4,Germany;Frankfurt,2016-06-22,23,0.982,0.01
5651,30400,10,1,Czech republic;Prague,2016-06-22,16,0.982,0.01
5652,30401,7,1,Czech republic;Prague,2016-06-22,9,0.982,0.0
5653,30402,8,6,Germany;Dresden,2016-06-22,5,0.982,0.0
5654,30403,1,7,Germany;Frankfurt,2016-06-22,5,0.982,0.0
5655,30404,6,5,Germany;Berlin,2016-06-23,146,0.981,0.55
5656,30405,1,2,Denmark;Copenhagen,2016-06-23,145,0.981,0.55
5657,30406,3,6,Germany;Dresden,2016-06-23,142,0.981,0.55
5658,30407,8,5,Germany;Berlin,2016-06-23,142,0.981,0.55
5659,30408,2,1,Czech republic;Prague,2016-06-23,139,0.981,0.55
5660,30409,1,1,Czech republic;Prague,2016-06-23,136,0.981,0.55
5661,30410,11,3,Czech republic;Ostrava,2016-06-23,134,0.981,0.55
5662,30411,2,1,Czech republic;Prague,2016-06-23,130,0.981,0.55
5663,30412,9,7,Germany;Frankfurt,2016-06-23,126,0.981,0.55
5664,30413,3,4,Germany;Frankfurt,2016-06-23,116,0.981,0.55
5665,30414,9,6,Germany;Dresden,2016-06-23,106,0.981,0.55
5666,30415,5,7,Germany;Frankfurt,2016-06-23,91,0.981,0.4
5667,30416,7,5,Germany;Berlin,2016-06-23,86,0.981,0.4
5668,30417,11,3,Czech republic;Ostrava,2016-06-23,85,0.981,0.4
5669,30418,7,5,Germany;Berlin,2016-06-23,84,0.981,0.4
5670,30419,3,5,Germany;Berlin,2016-06-23,70,0.981,0.15
5671,30420,4,7,Germany;Frankfurt,2016-06-23,67,0.981,0.15
5672,30421,3,5,Germany;Berlin,2016-06-23,65,0.981,0.15
5673,30422,2,7,Germany;Frankfurt,2016-06-23,65,0.981,0.15
5674,30423,11,5,Germany;Berlin,2016-06-23,64,0.981,0.15
5675,30424,4,7,Germany;Frankfurt,2016-06-23,63,0.981,0.15
5676,30425,7,1,Czech republic;Prague,2016-06-23,58,0.981,0.15
5677,30426,7,3,Czech republic;Ostrava,2016-06-23,50,0.981,0.15
5678,30427,5,6,Germany;Dresden,2016-06-23,49,0.981,0.15
5679,30428,4,7,Germany;Frankfurt,2016-06-23,43,0.981,0.15
5680,30429,8,7,Germany;Frankfurt,2016-06-23,37,0.981,0.15
5681,30430,4,7,Germany;Frankfurt,2016-06-23,25,0.981,0.01
5682,30431,7,7,Germany;Frankfurt,2016-06-23,23,0.981,0.01
5683,30432,3,1,Czech republic;Prague,2016-06-23,22,0.981,0.01
5684,30433,9,5,Germany;Berlin,2016-06-23,22,0.981,0.01
5685,30434,2,5,Germany;Berlin,2016-06-23,19,0.981,0.01
5686,30435,3,3,Czech republic;Brno,2016-06-23,19,0.981,0.01
5687,30436,11,5,Germany;Berlin,2016-06-23,16,0.981,0.01
5688,30437,2,1,Czech republic;Prague,2016-06-23,13,0.981,0.01
5689,30438,8,6,Germany;Dresden,2016-06-23,12,0.981,0.01
5690,30439,4,1,Czech republic;Prague,2016-06-23,8,0.981,0.0
5691,30440,3,7,Germany;Frankfurt,2016-06-23,4,0.981,0.0
5692,30441,3,5,Germany;Berlin,2016-06-23,2,0.981,0.0
5693,30442,2,7,Germany;Frankfurt,2016-06-23,2,0.981,0.0
5694,30443,1,7,Germany;Frankfurt,2016-06-24,148,0.979,0.55
5695,30444,2,5,Germany;Berlin,2016-06-24,147,0.979,0.55
5696,30445,11,7,Germany;Frankfurt,2016-06-24,147,0.979,0.55
5697,30446,9,5,Germany;Berlin,2016-06-24,143,0.979,0.55
5698,30447,11,5,Germany;Berlin,2016-06-24,141,0.979,0.55
5699,30448,6,1,Czech republic;Prague,2016-06-24,140,0.979,0.55
5700,30449,1,5,Germany;Berlin,2016-06-24,138,0.979,0.55
5701,30450,7,5,Germany;Berlin,2016-06-24,134,0.979,0.55
5702,30451,6,7,Germany;Frankfurt,2016-06-24,129,0.979,0.55
5703,30452,9,5,Germany;Berlin,2016-06-24,129,0.979,0.55
5704,30453,11,5,Germany;Berlin,2016-06-24,126,0.979,0.55
5705,30454,7,6,Germany;Dresden,2016-06-24,126,0.979,0.55
5706,30455,8,3,Czech republic;Ostrava,2016-06-24,124,0.979,0.55
5707,30456,5,2,Denmark;Copenhagen,2016-06-24,122,0.979,0.55
5708,30457,8,7,Germany;Frankfurt,2016-06-24,121,0.979,0.55
5709,30458,3,5,Germany;Berlin,2016-06-24,121,0.979,0.55
5710,30459,11,5,Germany;Berlin,2016-06-24,121,0.979,0.55
5711,30460,9,5,Germany;Berlin,2016-06-24,119,0.979,0.55
5712,30461,3,1,Czech republic;Prague,2016-06-24,119,0.979,0.55
5713,30462,9,7,Germany;Frankfurt,2016-06-24,115,0.979,0.55
5714,30463,10,5,Germany;Berlin,2016-06-24,107,0.979,0.55
5715,30464,4,5,Germany;Berlin,2016-06-24,98,0.979,0.4
5716,30465,11,5,Germany;Berlin,2016-06-24,94,0.979,0.4
5717,30466,9,5,Germany;Berlin,2016-06-24,94,0.979,0.4
5718,30467,10,4,Germany;Frankfurt,2016-06-24,93,0.979,0.4
5719,30468,4,3,Czech republic;Brno,2016-06-24,93,0.979,0.4
5720,30469,7,4,Germany;Frankfurt,2016-06-24,87,0.979,0.4
5721,30470,11,1,Czech republic;Prague,2016-06-24,84,0.979,0.4
5722,30471,5,6,Germany;Dresden,2016-06-24,82,0.979,0.4
5723,30472,9,5,Germany;Berlin,2016-06-24,76,0.979,0.4
5724,30473,2,6,Germany;Dresden,2016-06-24,74,0.979,0.15
5725,30474,6,7,Germany;Frankfurt,2016-06-24,72,0.979,0.15
5726,30475,10,5,Germany;Berlin,2016-06-24,62,0.979,0.15
5727,30476,6,5,Germany;Berlin,2016-06-24,53,0.979,0.15
5728,30477,6,5,Germany;Berlin,2016-06-24,52,0.979,0.15
5729,30478,3,7,Germany;Frankfurt,2016-06-24,50,0.979,0.15
5730,30479,1,1,Czech republic;Prague,2016-06-24,38,0.979,0.15
5731,30480,3,6,Germany;Dresden,2016-06-24,34,0.979,0.15
5732,30481,4,3,Czech republic;Brno,2016-06-24,32,0.979,0.15
5733,30482,1,5,Germany;Berlin,2016-06-24,32,0.979,0.15
5734,30483,8,7,Germany;Frankfurt,2016-06-24,29,0.979,0.15
5735,30484,2,7,Germany;Frankfurt,2016-06-24,26,0.979,0.15
5736,30485,4,6,Germany;Dresden,2016-06-24,25,0.979,0.01
5737,30486,10,5,Germany;Berlin,2016-06-24,23,0.979,0.01
5738,30487,11,6,Germany;Dresden,2016-06-24,20,0.979,0.01
5739,30488,7,1,Czech republic;Prague,2016-06-24,19,0.979,0.01
5740,30489,11,5,Germany;Berlin,2016-06-24,12,0.979,0.01
5741,30490,4,3,Czech republic;Brno,2016-06-24,11,0.979,0.01
5742,30491,10,4,Germany;Frankfurt,2016-06-24,7,0.979,0.0
5743,30492,4,7,Germany;Frankfurt,2016-06-24,2,0.979,0.0
5744,30493,9,5,Germany;Berlin,2016-06-24,2,0.979,0.0
5745,30494,6,3,Czech republic;Brno,2016-06-25,148,0.974,0.55
5746,30495,7,3,Czech republic;Ostrava,2016-06-25,145,0.974,0.55
5747,30496,2,5,Germany;Berlin,2016-06-25,144,0.974,0.55
5748,30497,7,5,Germany;Berlin,2016-06-25,142,0.974,0.55
5749,30498,8,2,Denmark;Copenhagen,2016-06-25,140,0.974,0.55
5750,30499,5,6,Germany;Dresden,2016-06-25,133,0.974,0.55
5751,30500,7,5,Germany;Berlin,2016-06-25,125,0.974,0.55
5752,30501,2,1,Czech republic;Prague,2016-06-25,122,0.974,0.55
5753,30502,9,5,Germany;Berlin,2016-06-25,121,0.974,0.55
5754,30503,3,5,Germany;Berlin,2016-06-25,113,0.974,0.55
5755,30504,5,7,Germany;Frankfurt,2016-06-25,108,0.974,0.55
5756,30505,7,5,Germany;Berlin,2016-06-25,103,0.974,0.55
5757,30506,4,7,Germany;Frankfurt,2016-06-25,103,0.974,0.55
5758,30507,7,5,Germany;Berlin,2016-06-25,93,0.974,0.4
5759,30508,7,4,Germany;Frankfurt,2016-06-25,87,0.974,0.4
5760,30509,5,5,Germany;Berlin,2016-06-25,83,0.974,0.4
5761,30510,11,5,Germany;Berlin,2016-06-25,79,0.974,0.4
5762,30511,8,5,Germany;Berlin,2016-06-25,72,0.974,0.15
5763,30512,5,7,Germany;Frankfurt,2016-06-25,71,0.974,0.15
5764,30513,9,5,Germany;Berlin,2016-06-25,70,0.974,0.15
5765,30514,10,7,Germany;Frankfurt,2016-06-25,69,0.974,0.15
5766,30515,3,5,Germany;Berlin,2016-06-25,68,0.974,0.15
5767,30516,11,4,Germany;Frankfurt,2016-06-25,65,0.974,0.15
5768,30517,5,2,Denmark;Copenhagen,2016-06-25,43,0.974,0.15
5769,30518,8,7,Germany;Frankfurt,2016-06-25,42,0.974,0.15
5770,30519,11,5,Germany;Berlin,2016-06-25,27,0.974,0.15
5771,30520,4,5,Germany;Berlin,2016-06-25,27,0.974,0.15
5772,30521,10,4,Germany;Frankfurt,2016-06-25,25,0.974,0.01
5773,30522,8,7,Germany;Frankfurt,2016-06-25,24,0.974,0.01
5774,30523,8,7,Germany;Frankfurt,2016-06-25,20,0.974,0.01
5775,30524,1,5,Germany;Berlin,2016-06-25,19,0.974,0.01
5776,30525,9,5,Germany;Berlin,2016-06-25,14,0.974,0.01
5777,30526,10,7,Germany;Frankfurt,2016-06-25,14,0.974,0.01
5778,30527,5,1,Czech republic;Prague,2016-06-25,10,0.974,0.0
5779,30528,2,4,Germany;Frankfurt,2016-06-25,7,0.974,0.0
5780,30529,9,5,Germany;Berlin,2016-06-25,2,0.974,0.0
5781,30530,10,2,Denmark;Copenhagen,2016-06-25,1,0.974,0.0
5782,30531,7,5,Germany;Berlin,2016-06-27,150,0.978,0.55
5783,30532,9,6,Germany;Dresden,2016-06-27,146,0.978,0.55
5784,30533,1,5,Germany;Berlin,2016-06-27,140,0.978,0.55
5785,30534,10,4,Germany;Frankfurt,2016-06-27,136,0.978,0.55
5786,30535,11,5,Germany;Berlin,2016-06-27,131,0.978,0.55
5787,30536,8,1,Czech republic;Prague,2016-06-27,130,0.978,0.55
5788,30537,8,6,Germany;Dresden,2016-06-27,122,0.978,0.55
5789,30538,7,7,Germany;Frankfurt,2016-06-27,120,0.978,0.55
5790,30539,3,5,Germany;Berlin,2016-06-27,120,0.978,0.55
5791,30540,1,5,Germany;Berlin,2016-06-27,120,0.978,0.55
5792,30541,10,6,Germany;Dresden,2016-06-27,118,0.978,0.55
5793,30542,8,5,Germany;Berlin,2016-06-27,118,0.978,0.55
5794,30543,11,2,Denmark;Copenhagen,2016-06-27,115,0.978,0.55
5795,30544,6,5,Germany;Berlin,2016-06-27,111,0.978,0.55
5796,30545,2,7,Germany;Frankfurt,2016-06-27,110,0.978,0.55
5797,30546,3,2,Denmark;Copenhagen,2016-06-27,106,0.978,0.55
5798,30547,6,5,Germany;Berlin,2016-06-27,106,0.978,0.55
5799,30548,4,1,Czech republic;Prague,2016-06-27,104,0.978,0.55
5800,30549,8,3,Czech republic;Ostrava,2016-06-27,104,0.978,0.55
5801,30550,2,5,Germany;Berlin,2016-06-27,102,0.978,0.55
5802,30551,9,5,Germany;Berlin,2016-06-27,99,0.978,0.4
5803,30552,3,7,Germany;Frankfurt,2016-06-27,96,0.978,0.4
5804,30553,8,5,Germany;Berlin,2016-06-27,90,0.978,0.4
5805,30554,2,5,Germany;Berlin,2016-06-27,89,0.978,0.4
5806,30555,4,5,Germany;Berlin,2016-06-27,88,0.978,0.4
5807,30556,10,5,Germany;Berlin,2016-06-27,82,0.978,0.4
5808,30557,9,3,Czech republic;Ostrava,2016-06-27,82,0.978,0.4
5809,30558,5,5,Germany;Berlin,2016-06-27,81,0.978,0.4
5810,30559,5,2,Denmark;Copenhagen,2016-06-27,74,0.978,0.15
5811,30560,5,5,Germany;Berlin,2016-06-27,71,0.978,0.15
5812,30561,8,7,Germany;Frankfurt,2016-06-27,68,0.978,0.15
5813,30562,8,3,Czech republic;Ostrava,2016-06-27,55,0.978,0.15
5814,30563,4,1,Czech republic;Prague,2016-06-27,54,0.978,0.15
5815,30564,6,2,Denmark;Copenhagen,2016-06-27,53,0.978,0.15
5816,30565,8,6,Germany;Dresden,2016-06-27,52,0.978,0.15
5817,30566,11,3,Czech republic;Ostrava,2016-06-27,51,0.978,0.15
5818,30567,11,4,Germany;Frankfurt,2016-06-27,45,0.978,0.15
5819,30568,9,6,Germany;Dresden,2016-06-27,42,0.978,0.15
5820,30569,8,5,Germany;Berlin,2016-06-27,42,0.978,0.15
5821,30570,9,6,Germany;Dresden,2016-06-27,37,0.978,0.15
5822,30571,2,6,Germany;Dresden,2016-06-27,36,0.978,0.15
5823,30572,7,5,Germany;Berlin,2016-06-27,30,0.978,0.15
5824,30573,10,5,Germany;Berlin,2016-06-27,29,0.978,0.15
5825,30574,7,3,Czech republic;Ostrava,2016-06-27,29,0.978,0.15
5826,30575,1,5,Germany;Berlin,2016-06-27,14,0.978,0.01
5827,30576,7,5,Germany;Berlin,2016-06-27,14,0.978,0.01
